,Files,Phase
52599,video25_3025,CalotTriangleDissection
52600,video25_3050,CalotTriangleDissection
52601,video25_3075,CalotTriangleDissection
52602,video25_3100,CalotTriangleDissection
52603,video25_3125,CalotTriangleDissection
52604,video25_3150,CalotTriangleDissection
52605,video25_3175,CalotTriangleDissection
52606,video25_3200,CalotTriangleDissection
52607,video25_3225,CalotTriangleDissection
52608,video25_3250,CalotTriangleDissection
52609,video25_3275,CalotTriangleDissection
52610,video25_3300,CalotTriangleDissection
52611,video25_3325,CalotTriangleDissection
52612,video25_3350,CalotTriangleDissection
52613,video25_3375,CalotTriangleDissection
52614,video25_3400,CalotTriangleDissection
52615,video25_3425,CalotTriangleDissection
52616,video25_3450,CalotTriangleDissection
52617,video25_3475,CalotTriangleDissection
52618,video25_3500,CalotTriangleDissection
52619,video25_3525,CalotTriangleDissection
52620,video25_3550,CalotTriangleDissection
52621,video25_3575,CalotTriangleDissection
52622,video25_3600,CalotTriangleDissection
52623,video25_3625,CalotTriangleDissection
52624,video25_3650,CalotTriangleDissection
52625,video25_3675,CalotTriangleDissection
52626,video25_3700,CalotTriangleDissection
52627,video25_3725,CalotTriangleDissection
52628,video25_3750,CalotTriangleDissection
52629,video25_3775,CalotTriangleDissection
52630,video25_3800,CalotTriangleDissection
52631,video25_3825,CalotTriangleDissection
52632,video25_3850,CalotTriangleDissection
52633,video25_3875,CalotTriangleDissection
52634,video25_3900,CalotTriangleDissection
52635,video25_3925,CalotTriangleDissection
52636,video25_3950,CalotTriangleDissection
52637,video25_3975,CalotTriangleDissection
52638,video25_4000,CalotTriangleDissection
52639,video25_4025,CalotTriangleDissection
52640,video25_4050,CalotTriangleDissection
52641,video25_4075,CalotTriangleDissection
52642,video25_4100,CalotTriangleDissection
52643,video25_4125,CalotTriangleDissection
52644,video25_4150,CalotTriangleDissection
52645,video25_4175,CalotTriangleDissection
52646,video25_4200,CalotTriangleDissection
52647,video25_4225,CalotTriangleDissection
52648,video25_4250,CalotTriangleDissection
52649,video25_4275,CalotTriangleDissection
52650,video25_4300,CalotTriangleDissection
52651,video25_4325,CalotTriangleDissection
52652,video25_4350,CalotTriangleDissection
52653,video25_4375,CalotTriangleDissection
52654,video25_4400,CalotTriangleDissection
52655,video25_4425,CalotTriangleDissection
52656,video25_4450,CalotTriangleDissection
52657,video25_4475,CalotTriangleDissection
52658,video25_4500,CalotTriangleDissection
52659,video25_4525,CalotTriangleDissection
52660,video25_4550,CalotTriangleDissection
52661,video25_4575,CalotTriangleDissection
52662,video25_4600,CalotTriangleDissection
52663,video25_4625,CalotTriangleDissection
52664,video25_4650,CalotTriangleDissection
52665,video25_4675,CalotTriangleDissection
52666,video25_4700,CalotTriangleDissection
52667,video25_4725,CalotTriangleDissection
52668,video25_4750,CalotTriangleDissection
52669,video25_4775,CalotTriangleDissection
52670,video25_4800,CalotTriangleDissection
52671,video25_4825,CalotTriangleDissection
52672,video25_4850,CalotTriangleDissection
52673,video25_4875,CalotTriangleDissection
52674,video25_4900,CalotTriangleDissection
52675,video25_4925,CalotTriangleDissection
52676,video25_4950,CalotTriangleDissection
52677,video25_4975,CalotTriangleDissection
52678,video25_5000,CalotTriangleDissection
52679,video25_5025,CalotTriangleDissection
52680,video25_5050,CalotTriangleDissection
52681,video25_5075,CalotTriangleDissection
52682,video25_5100,CalotTriangleDissection
52683,video25_5125,CalotTriangleDissection
52684,video25_5150,CalotTriangleDissection
52685,video25_5175,CalotTriangleDissection
52686,video25_5200,CalotTriangleDissection
52687,video25_5225,CalotTriangleDissection
52688,video25_5250,CalotTriangleDissection
52689,video25_5275,CalotTriangleDissection
52690,video25_5300,CalotTriangleDissection
52691,video25_5325,CalotTriangleDissection
52692,video25_5350,CalotTriangleDissection
52693,video25_5375,CalotTriangleDissection
52694,video25_5400,CalotTriangleDissection
52695,video25_5425,CalotTriangleDissection
52696,video25_5450,CalotTriangleDissection
52697,video25_5475,CalotTriangleDissection
52698,video25_5500,CalotTriangleDissection
52699,video25_5525,CalotTriangleDissection
52700,video25_5550,CalotTriangleDissection
52701,video25_5575,CalotTriangleDissection
52702,video25_5600,CalotTriangleDissection
52703,video25_5625,CalotTriangleDissection
52704,video25_5650,CalotTriangleDissection
52705,video25_5675,CalotTriangleDissection
52706,video25_5700,CalotTriangleDissection
52707,video25_5725,CalotTriangleDissection
52708,video25_5750,CalotTriangleDissection
52709,video25_5775,CalotTriangleDissection
52710,video25_5800,CalotTriangleDissection
52711,video25_5825,CalotTriangleDissection
52712,video25_5850,CalotTriangleDissection
52713,video25_5875,CalotTriangleDissection
52714,video25_5900,CalotTriangleDissection
52715,video25_5925,CalotTriangleDissection
52716,video25_5950,CalotTriangleDissection
52717,video25_5975,CalotTriangleDissection
52718,video25_6000,CalotTriangleDissection
52719,video25_6025,CalotTriangleDissection
52720,video25_6050,CalotTriangleDissection
52721,video25_6075,CalotTriangleDissection
52722,video25_6100,CalotTriangleDissection
52723,video25_6125,CalotTriangleDissection
52724,video25_6150,CalotTriangleDissection
52725,video25_6175,CalotTriangleDissection
52726,video25_6200,CalotTriangleDissection
52727,video25_6225,CalotTriangleDissection
52728,video25_6250,CalotTriangleDissection
52729,video25_6275,CalotTriangleDissection
52730,video25_6300,CalotTriangleDissection
52731,video25_6325,CalotTriangleDissection
52732,video25_6350,CalotTriangleDissection
52733,video25_6375,CalotTriangleDissection
52734,video25_6400,CalotTriangleDissection
52735,video25_6425,CalotTriangleDissection
52736,video25_6450,CalotTriangleDissection
52737,video25_6475,CalotTriangleDissection
52738,video25_6500,CalotTriangleDissection
52739,video25_6525,CalotTriangleDissection
52740,video25_6550,CalotTriangleDissection
52741,video25_6575,CalotTriangleDissection
52742,video25_6600,CalotTriangleDissection
52743,video25_6625,CalotTriangleDissection
52744,video25_6650,CalotTriangleDissection
52745,video25_6675,CalotTriangleDissection
52746,video25_6700,CalotTriangleDissection
52747,video25_6725,CalotTriangleDissection
52748,video25_6750,CalotTriangleDissection
52749,video25_6775,CalotTriangleDissection
52750,video25_6800,CalotTriangleDissection
52751,video25_6825,CalotTriangleDissection
52752,video25_6850,CalotTriangleDissection
52753,video25_6875,CalotTriangleDissection
52754,video25_6900,CalotTriangleDissection
52755,video25_6925,CalotTriangleDissection
52756,video25_6950,CalotTriangleDissection
52757,video25_6975,CalotTriangleDissection
52758,video25_7000,CalotTriangleDissection
52759,video25_7025,CalotTriangleDissection
52760,video25_7050,CalotTriangleDissection
52761,video25_7075,CalotTriangleDissection
52762,video25_7100,CalotTriangleDissection
52763,video25_7125,CalotTriangleDissection
52764,video25_7150,CalotTriangleDissection
52765,video25_7175,CalotTriangleDissection
52766,video25_7200,CalotTriangleDissection
52767,video25_7225,CalotTriangleDissection
52768,video25_7250,CalotTriangleDissection
52769,video25_7275,CalotTriangleDissection
52770,video25_7300,CalotTriangleDissection
52771,video25_7325,CalotTriangleDissection
52772,video25_7350,CalotTriangleDissection
52773,video25_7375,CalotTriangleDissection
52774,video25_7400,CalotTriangleDissection
52775,video25_7425,CalotTriangleDissection
52776,video25_7450,CalotTriangleDissection
52777,video25_7475,CalotTriangleDissection
52778,video25_7500,CalotTriangleDissection
52779,video25_7525,CalotTriangleDissection
52780,video25_7550,CalotTriangleDissection
52781,video25_7575,CalotTriangleDissection
52782,video25_7600,CalotTriangleDissection
52783,video25_7625,CalotTriangleDissection
52784,video25_7650,CalotTriangleDissection
52785,video25_7675,CalotTriangleDissection
52786,video25_7700,CalotTriangleDissection
52787,video25_7725,CalotTriangleDissection
52788,video25_7750,CalotTriangleDissection
52789,video25_7775,CalotTriangleDissection
52790,video25_7800,CalotTriangleDissection
52791,video25_7825,CalotTriangleDissection
52792,video25_7850,CalotTriangleDissection
52793,video25_7875,CalotTriangleDissection
52794,video25_7900,CalotTriangleDissection
52795,video25_7925,CalotTriangleDissection
52796,video25_7950,CalotTriangleDissection
52797,video25_7975,CalotTriangleDissection
52798,video25_8000,CalotTriangleDissection
52799,video25_8025,CalotTriangleDissection
52800,video25_8050,CalotTriangleDissection
52801,video25_8075,CalotTriangleDissection
52802,video25_8100,CalotTriangleDissection
52803,video25_8125,CalotTriangleDissection
52804,video25_8150,CalotTriangleDissection
52805,video25_8175,CalotTriangleDissection
52806,video25_8200,CalotTriangleDissection
52807,video25_8225,CalotTriangleDissection
52808,video25_8250,CalotTriangleDissection
52809,video25_8275,CalotTriangleDissection
52810,video25_8300,CalotTriangleDissection
52811,video25_8325,CalotTriangleDissection
52812,video25_8350,CalotTriangleDissection
52813,video25_8375,CalotTriangleDissection
52814,video25_8400,CalotTriangleDissection
52815,video25_8425,CalotTriangleDissection
52816,video25_8450,CalotTriangleDissection
52817,video25_8475,CalotTriangleDissection
52818,video25_8500,CalotTriangleDissection
52819,video25_8525,CalotTriangleDissection
52820,video25_8550,CalotTriangleDissection
52821,video25_8575,CalotTriangleDissection
52822,video25_8600,CalotTriangleDissection
52823,video25_8625,CalotTriangleDissection
52824,video25_8650,CalotTriangleDissection
52825,video25_8675,CalotTriangleDissection
52826,video25_8700,CalotTriangleDissection
52827,video25_8725,CalotTriangleDissection
52828,video25_8750,CalotTriangleDissection
52829,video25_8775,CalotTriangleDissection
52830,video25_8800,CalotTriangleDissection
52831,video25_8825,CalotTriangleDissection
52832,video25_8850,CalotTriangleDissection
52833,video25_8875,CalotTriangleDissection
52834,video25_8900,CalotTriangleDissection
52835,video25_8925,CalotTriangleDissection
52836,video25_8950,CalotTriangleDissection
52837,video25_8975,CalotTriangleDissection
52838,video25_9000,CalotTriangleDissection
52839,video25_9025,CalotTriangleDissection
52840,video25_9050,CalotTriangleDissection
52841,video25_9075,CalotTriangleDissection
52842,video25_9100,CalotTriangleDissection
52843,video25_9125,CalotTriangleDissection
52844,video25_9150,CalotTriangleDissection
52845,video25_9175,CalotTriangleDissection
52846,video25_9200,CalotTriangleDissection
52847,video25_9225,CalotTriangleDissection
52848,video25_9250,CalotTriangleDissection
52849,video25_9275,CalotTriangleDissection
52850,video25_9300,CalotTriangleDissection
52851,video25_9325,CalotTriangleDissection
52852,video25_9350,CalotTriangleDissection
52853,video25_9375,CalotTriangleDissection
52854,video25_9400,CalotTriangleDissection
52855,video25_9425,CalotTriangleDissection
52856,video25_9450,CalotTriangleDissection
52857,video25_9475,CalotTriangleDissection
52858,video25_9500,CalotTriangleDissection
52859,video25_9525,CalotTriangleDissection
52860,video25_9550,CalotTriangleDissection
52861,video25_9575,CalotTriangleDissection
52862,video25_9600,CalotTriangleDissection
52863,video25_9625,CalotTriangleDissection
52864,video25_9650,CalotTriangleDissection
52865,video25_9675,CalotTriangleDissection
52866,video25_9700,CalotTriangleDissection
52867,video25_9725,CalotTriangleDissection
52868,video25_9750,CalotTriangleDissection
52869,video25_9775,CalotTriangleDissection
52870,video25_9800,CalotTriangleDissection
52871,video25_9825,CalotTriangleDissection
52872,video25_9850,CalotTriangleDissection
52873,video25_9875,CalotTriangleDissection
52874,video25_9900,CalotTriangleDissection
52875,video25_9925,CalotTriangleDissection
52876,video25_9950,CalotTriangleDissection
52877,video25_9975,CalotTriangleDissection
52878,video25_10000,CalotTriangleDissection
52879,video25_10025,CalotTriangleDissection
52880,video25_10050,CalotTriangleDissection
52881,video25_10075,CalotTriangleDissection
52882,video25_10100,CalotTriangleDissection
52883,video25_10125,CalotTriangleDissection
52884,video25_10150,CalotTriangleDissection
52885,video25_10175,CalotTriangleDissection
52886,video25_10200,CalotTriangleDissection
52887,video25_10225,CalotTriangleDissection
52888,video25_10250,CalotTriangleDissection
52889,video25_10275,CalotTriangleDissection
52890,video25_10300,CalotTriangleDissection
52891,video25_10325,CalotTriangleDissection
52892,video25_10350,CalotTriangleDissection
52893,video25_10375,CalotTriangleDissection
52894,video25_10400,CalotTriangleDissection
52895,video25_10425,CalotTriangleDissection
52896,video25_10450,CalotTriangleDissection
52897,video25_10475,CalotTriangleDissection
52898,video25_10500,CalotTriangleDissection
52899,video25_10525,CalotTriangleDissection
52900,video25_10550,CalotTriangleDissection
52901,video25_10575,CalotTriangleDissection
52902,video25_10600,CalotTriangleDissection
52903,video25_10625,CalotTriangleDissection
52904,video25_10650,CalotTriangleDissection
52905,video25_10675,CalotTriangleDissection
52906,video25_10700,CalotTriangleDissection
52907,video25_10725,CalotTriangleDissection
52908,video25_10750,CalotTriangleDissection
52909,video25_10775,CalotTriangleDissection
52910,video25_10800,CalotTriangleDissection
52911,video25_10825,CalotTriangleDissection
52912,video25_10850,CalotTriangleDissection
52913,video25_10875,CalotTriangleDissection
52914,video25_10900,CalotTriangleDissection
52915,video25_10925,CalotTriangleDissection
52916,video25_10950,CalotTriangleDissection
52917,video25_10975,CalotTriangleDissection
52918,video25_11000,CalotTriangleDissection
52919,video25_11025,CalotTriangleDissection
52920,video25_11050,CalotTriangleDissection
52921,video25_11075,CalotTriangleDissection
52922,video25_11100,CalotTriangleDissection
52923,video25_11125,CalotTriangleDissection
52924,video25_11150,CalotTriangleDissection
52925,video25_11175,CalotTriangleDissection
52926,video25_11200,CalotTriangleDissection
52927,video25_11225,CalotTriangleDissection
52928,video25_11250,CalotTriangleDissection
52929,video25_11275,CalotTriangleDissection
52930,video25_11300,CalotTriangleDissection
52931,video25_11325,CalotTriangleDissection
52932,video25_11350,CalotTriangleDissection
52933,video25_11375,CalotTriangleDissection
52934,video25_11400,CalotTriangleDissection
52935,video25_11425,CalotTriangleDissection
52936,video25_11450,CalotTriangleDissection
52937,video25_11475,CalotTriangleDissection
52938,video25_11500,CalotTriangleDissection
52939,video25_11525,CalotTriangleDissection
52940,video25_11550,CalotTriangleDissection
52941,video25_11575,CalotTriangleDissection
52942,video25_11600,CalotTriangleDissection
52943,video25_11625,CalotTriangleDissection
52944,video25_11650,CalotTriangleDissection
52945,video25_11675,CalotTriangleDissection
52946,video25_11700,CalotTriangleDissection
52947,video25_11725,CalotTriangleDissection
52948,video25_11750,CalotTriangleDissection
52949,video25_11775,CalotTriangleDissection
52950,video25_11800,CalotTriangleDissection
52951,video25_11825,CalotTriangleDissection
52952,video25_11850,CalotTriangleDissection
52953,video25_11875,CalotTriangleDissection
52954,video25_11900,CalotTriangleDissection
52955,video25_11925,CalotTriangleDissection
52956,video25_11950,CalotTriangleDissection
52957,video25_11975,CalotTriangleDissection
52958,video25_12000,CalotTriangleDissection
52959,video25_12025,CalotTriangleDissection
52960,video25_12050,CalotTriangleDissection
52961,video25_12075,CalotTriangleDissection
52962,video25_12100,CalotTriangleDissection
52963,video25_12125,CalotTriangleDissection
52964,video25_12150,CalotTriangleDissection
52965,video25_12175,CalotTriangleDissection
52966,video25_12200,CalotTriangleDissection
52967,video25_12225,CalotTriangleDissection
52968,video25_12250,CalotTriangleDissection
52969,video25_12275,CalotTriangleDissection
52970,video25_12300,CalotTriangleDissection
52971,video25_12325,CalotTriangleDissection
52972,video25_12350,CalotTriangleDissection
52973,video25_12375,CalotTriangleDissection
52974,video25_12400,CalotTriangleDissection
52975,video25_12425,CalotTriangleDissection
52976,video25_12450,CalotTriangleDissection
52977,video25_12475,CalotTriangleDissection
52978,video25_12500,CalotTriangleDissection
52979,video25_12525,CalotTriangleDissection
52980,video25_12550,CalotTriangleDissection
52981,video25_12575,CalotTriangleDissection
52982,video25_12600,CalotTriangleDissection
52983,video25_12625,CalotTriangleDissection
52984,video25_12650,CalotTriangleDissection
52985,video25_12675,CalotTriangleDissection
52986,video25_12700,CalotTriangleDissection
52987,video25_12725,CalotTriangleDissection
52988,video25_12750,CalotTriangleDissection
52989,video25_12775,CalotTriangleDissection
52990,video25_12800,CalotTriangleDissection
52991,video25_12825,CalotTriangleDissection
52992,video25_12850,CalotTriangleDissection
52993,video25_12875,CalotTriangleDissection
52994,video25_12900,CalotTriangleDissection
52995,video25_12925,CalotTriangleDissection
52996,video25_12950,CalotTriangleDissection
52997,video25_12975,CalotTriangleDissection
52998,video25_13000,CalotTriangleDissection
52999,video25_13025,CalotTriangleDissection
53000,video25_13050,CalotTriangleDissection
53001,video25_13075,CalotTriangleDissection
53002,video25_13100,CalotTriangleDissection
53003,video25_13125,CalotTriangleDissection
53004,video25_13150,CalotTriangleDissection
53005,video25_13175,CalotTriangleDissection
53006,video25_13200,CalotTriangleDissection
53007,video25_13225,CalotTriangleDissection
53008,video25_13250,CalotTriangleDissection
53009,video25_13275,CalotTriangleDissection
53010,video25_13300,CalotTriangleDissection
53011,video25_13325,CalotTriangleDissection
53012,video25_13350,CalotTriangleDissection
53013,video25_13375,CalotTriangleDissection
53014,video25_13400,CalotTriangleDissection
53015,video25_13425,CalotTriangleDissection
53016,video25_13450,CalotTriangleDissection
53017,video25_13475,CalotTriangleDissection
53018,video25_13500,CalotTriangleDissection
53019,video25_13525,CalotTriangleDissection
53020,video25_13550,CalotTriangleDissection
53021,video25_13575,CalotTriangleDissection
53022,video25_13600,CalotTriangleDissection
53023,video25_13625,CalotTriangleDissection
53024,video25_13650,CalotTriangleDissection
53025,video25_13675,CalotTriangleDissection
53026,video25_13700,CalotTriangleDissection
53027,video25_13725,CalotTriangleDissection
53028,video25_13750,CalotTriangleDissection
53029,video25_13775,CalotTriangleDissection
53030,video25_13800,CalotTriangleDissection
53031,video25_13825,CalotTriangleDissection
53032,video25_13850,CalotTriangleDissection
53033,video25_13875,CalotTriangleDissection
53034,video25_13900,CalotTriangleDissection
53035,video25_13925,CalotTriangleDissection
53036,video25_13950,CalotTriangleDissection
53037,video25_13975,CalotTriangleDissection
53038,video25_14000,CalotTriangleDissection
53039,video25_14025,CalotTriangleDissection
53040,video25_14050,CalotTriangleDissection
53041,video25_14075,CalotTriangleDissection
53042,video25_14100,CalotTriangleDissection
53043,video25_14125,CalotTriangleDissection
53044,video25_14150,CalotTriangleDissection
53045,video25_14175,CalotTriangleDissection
53046,video25_14200,CalotTriangleDissection
53047,video25_14225,CalotTriangleDissection
53048,video25_14250,CalotTriangleDissection
53049,video25_14275,CalotTriangleDissection
53050,video25_14300,CalotTriangleDissection
53051,video25_14325,CalotTriangleDissection
53052,video25_14350,CalotTriangleDissection
53053,video25_14375,CalotTriangleDissection
53054,video25_14400,CalotTriangleDissection
53055,video25_14425,CalotTriangleDissection
53056,video25_14450,CalotTriangleDissection
53057,video25_14475,CalotTriangleDissection
53058,video25_14500,CalotTriangleDissection
53059,video25_14525,CalotTriangleDissection
53060,video25_14550,CalotTriangleDissection
53061,video25_14575,CalotTriangleDissection
53062,video25_14600,CalotTriangleDissection
53063,video25_14625,CalotTriangleDissection
53064,video25_14650,CalotTriangleDissection
53065,video25_14675,CalotTriangleDissection
53066,video25_14700,CalotTriangleDissection
53067,video25_14725,CalotTriangleDissection
53068,video25_14750,CalotTriangleDissection
53069,video25_14775,CalotTriangleDissection
53070,video25_14800,CalotTriangleDissection
53071,video25_14825,CalotTriangleDissection
53072,video25_14850,CalotTriangleDissection
53073,video25_14875,CalotTriangleDissection
53074,video25_14900,CalotTriangleDissection
53075,video25_14925,CalotTriangleDissection
53076,video25_14950,CalotTriangleDissection
53077,video25_14975,CalotTriangleDissection
53078,video25_15000,CalotTriangleDissection
53079,video25_15025,CalotTriangleDissection
53080,video25_15050,CalotTriangleDissection
53081,video25_15075,CalotTriangleDissection
53082,video25_15100,CalotTriangleDissection
53083,video25_15125,CalotTriangleDissection
53084,video25_15150,CalotTriangleDissection
53085,video25_15175,CalotTriangleDissection
53086,video25_15200,CalotTriangleDissection
53087,video25_15225,CalotTriangleDissection
53088,video25_15250,CalotTriangleDissection
53089,video25_15275,CalotTriangleDissection
53090,video25_15300,CalotTriangleDissection
53091,video25_15325,CalotTriangleDissection
53092,video25_15350,CalotTriangleDissection
53093,video25_15375,CalotTriangleDissection
53094,video25_15400,CalotTriangleDissection
53095,video25_15425,CalotTriangleDissection
53096,video25_15450,CalotTriangleDissection
53097,video25_15475,CalotTriangleDissection
53098,video25_15500,CalotTriangleDissection
53099,video25_15525,CalotTriangleDissection
53100,video25_15550,CalotTriangleDissection
53101,video25_15575,CalotTriangleDissection
53102,video25_15600,CalotTriangleDissection
53103,video25_15625,CalotTriangleDissection
53104,video25_15650,CalotTriangleDissection
53105,video25_15675,CalotTriangleDissection
53106,video25_15700,CalotTriangleDissection
53107,video25_15725,CalotTriangleDissection
53108,video25_15750,CalotTriangleDissection
53109,video25_15775,CalotTriangleDissection
53110,video25_15800,CalotTriangleDissection
53111,video25_15825,CalotTriangleDissection
53112,video25_15850,CalotTriangleDissection
53113,video25_15875,CalotTriangleDissection
53114,video25_15900,CalotTriangleDissection
53115,video25_15925,CalotTriangleDissection
53116,video25_15950,CalotTriangleDissection
53117,video25_15975,CalotTriangleDissection
53118,video25_16000,CalotTriangleDissection
53119,video25_16025,CalotTriangleDissection
53120,video25_16050,CalotTriangleDissection
53121,video25_16075,CalotTriangleDissection
53122,video25_16100,CalotTriangleDissection
53123,video25_16125,CalotTriangleDissection
53124,video25_16150,CalotTriangleDissection
53125,video25_16175,CalotTriangleDissection
53126,video25_16200,CalotTriangleDissection
53127,video25_16225,CalotTriangleDissection
53128,video25_16250,CalotTriangleDissection
53129,video25_16275,CalotTriangleDissection
53130,video25_16300,CalotTriangleDissection
53131,video25_16325,CalotTriangleDissection
53132,video25_16350,CalotTriangleDissection
53133,video25_16375,CalotTriangleDissection
53134,video25_16400,CalotTriangleDissection
53135,video25_16425,CalotTriangleDissection
53136,video25_16450,CalotTriangleDissection
53137,video25_16475,CalotTriangleDissection
53138,video25_16500,CalotTriangleDissection
53139,video25_16525,CalotTriangleDissection
53140,video25_16550,CalotTriangleDissection
53141,video25_16575,CalotTriangleDissection
53142,video25_16600,CalotTriangleDissection
53143,video25_16625,CalotTriangleDissection
53144,video25_16650,CalotTriangleDissection
53145,video25_16675,CalotTriangleDissection
53146,video25_16700,CalotTriangleDissection
53147,video25_16725,CalotTriangleDissection
53148,video25_16750,CalotTriangleDissection
53149,video25_16775,CalotTriangleDissection
53150,video25_16800,CalotTriangleDissection
53151,video25_16825,CalotTriangleDissection
53152,video25_16850,CalotTriangleDissection
53153,video25_16875,CalotTriangleDissection
53154,video25_16900,CalotTriangleDissection
53155,video25_16925,CalotTriangleDissection
53156,video25_16950,CalotTriangleDissection
53157,video25_16975,CalotTriangleDissection
53158,video25_17000,CalotTriangleDissection
53159,video25_17025,CalotTriangleDissection
53160,video25_17050,CalotTriangleDissection
53161,video25_17075,CalotTriangleDissection
53162,video25_17100,CalotTriangleDissection
53163,video25_17125,CalotTriangleDissection
53164,video25_17150,CalotTriangleDissection
53165,video25_17175,CalotTriangleDissection
53166,video25_17200,CalotTriangleDissection
53167,video25_17225,CalotTriangleDissection
53168,video25_17250,CalotTriangleDissection
53169,video25_17275,CalotTriangleDissection
53170,video25_17300,CalotTriangleDissection
53171,video25_17325,CalotTriangleDissection
53172,video25_17350,CalotTriangleDissection
53173,video25_17375,CalotTriangleDissection
53174,video25_17400,CalotTriangleDissection
53175,video25_17425,CalotTriangleDissection
53176,video25_17450,CalotTriangleDissection
53177,video25_17475,CalotTriangleDissection
53178,video25_17500,CalotTriangleDissection
53179,video25_17525,CalotTriangleDissection
53180,video25_17550,CalotTriangleDissection
53181,video25_17575,CalotTriangleDissection
53182,video25_17600,CalotTriangleDissection
53183,video25_17625,CalotTriangleDissection
53184,video25_17650,CalotTriangleDissection
53185,video25_17675,CalotTriangleDissection
53186,video25_17700,CalotTriangleDissection
53187,video25_17725,CalotTriangleDissection
53188,video25_17750,CalotTriangleDissection
53189,video25_17775,CalotTriangleDissection
53190,video25_17800,CalotTriangleDissection
53191,video25_17825,CalotTriangleDissection
53192,video25_17850,CalotTriangleDissection
53193,video25_17875,CalotTriangleDissection
53194,video25_17900,CalotTriangleDissection
53195,video25_17925,CalotTriangleDissection
53196,video25_17950,CalotTriangleDissection
53197,video25_17975,CalotTriangleDissection
53198,video25_18000,CalotTriangleDissection
53199,video25_18025,CalotTriangleDissection
53200,video25_18050,CalotTriangleDissection
53201,video25_18075,CalotTriangleDissection
53202,video25_18100,CalotTriangleDissection
53203,video25_18125,CalotTriangleDissection
53204,video25_18150,CalotTriangleDissection
53205,video25_18175,CalotTriangleDissection
53206,video25_18200,CalotTriangleDissection
53207,video25_18225,CalotTriangleDissection
53208,video25_18250,CalotTriangleDissection
53209,video25_18275,CalotTriangleDissection
53210,video25_18300,CalotTriangleDissection
53211,video25_18325,CalotTriangleDissection
53212,video25_18350,CalotTriangleDissection
53213,video25_18375,CalotTriangleDissection
53214,video25_18400,CalotTriangleDissection
53215,video25_18425,CalotTriangleDissection
53216,video25_18450,CalotTriangleDissection
53217,video25_18475,CalotTriangleDissection
53218,video25_18500,CalotTriangleDissection
53219,video25_18525,CalotTriangleDissection
53220,video25_18550,CalotTriangleDissection
53221,video25_18575,CalotTriangleDissection
53222,video25_18600,CalotTriangleDissection
53223,video25_18625,CalotTriangleDissection
53224,video25_18650,CalotTriangleDissection
53225,video25_18675,CalotTriangleDissection
53226,video25_18700,CalotTriangleDissection
53227,video25_18725,CalotTriangleDissection
53228,video25_18750,CalotTriangleDissection
53229,video25_18775,CalotTriangleDissection
53230,video25_18800,CalotTriangleDissection
53231,video25_18825,CalotTriangleDissection
53232,video25_18850,CalotTriangleDissection
53233,video25_18875,CalotTriangleDissection
53234,video25_18900,CalotTriangleDissection
53235,video25_18925,CalotTriangleDissection
53236,video25_18950,CalotTriangleDissection
53237,video25_18975,CalotTriangleDissection
53238,video25_19000,CalotTriangleDissection
53239,video25_19025,CalotTriangleDissection
53240,video25_19050,CalotTriangleDissection
53241,video25_19075,CalotTriangleDissection
53242,video25_19100,CalotTriangleDissection
53243,video25_19125,CalotTriangleDissection
53244,video25_19150,CalotTriangleDissection
53245,video25_19175,CalotTriangleDissection
53246,video25_19200,CalotTriangleDissection
53247,video25_19225,CalotTriangleDissection
53248,video25_19250,CalotTriangleDissection
53249,video25_19275,CalotTriangleDissection
53250,video25_19300,CalotTriangleDissection
53251,video25_19325,CalotTriangleDissection
53252,video25_19350,CalotTriangleDissection
53253,video25_19375,CalotTriangleDissection
53254,video25_19400,CalotTriangleDissection
53255,video25_19425,CalotTriangleDissection
53256,video25_19450,CalotTriangleDissection
53257,video25_19475,CalotTriangleDissection
53258,video25_19500,CalotTriangleDissection
53259,video25_19525,CalotTriangleDissection
53260,video25_19550,CalotTriangleDissection
53261,video25_19575,CalotTriangleDissection
53262,video25_19600,CalotTriangleDissection
53263,video25_19625,CalotTriangleDissection
53264,video25_19650,CalotTriangleDissection
53265,video25_19675,CalotTriangleDissection
53266,video25_19700,CalotTriangleDissection
53267,video25_19725,CalotTriangleDissection
53268,video25_19750,CalotTriangleDissection
53269,video25_19775,CalotTriangleDissection
53270,video25_19800,CalotTriangleDissection
53271,video25_19825,CalotTriangleDissection
53272,video25_19850,CalotTriangleDissection
53273,video25_19875,CalotTriangleDissection
53274,video25_19900,CalotTriangleDissection
53275,video25_19925,CalotTriangleDissection
53276,video25_19950,CalotTriangleDissection
53277,video25_19975,CalotTriangleDissection
53278,video25_20000,CalotTriangleDissection
53279,video25_20025,CalotTriangleDissection
53280,video25_20050,CalotTriangleDissection
53281,video25_20075,CalotTriangleDissection
53282,video25_20100,CalotTriangleDissection
53283,video25_20125,CalotTriangleDissection
53284,video25_20150,CalotTriangleDissection
53285,video25_20175,CalotTriangleDissection
53286,video25_20200,CalotTriangleDissection
53287,video25_20225,CalotTriangleDissection
53288,video25_20250,CalotTriangleDissection
53289,video25_20275,CalotTriangleDissection
53290,video25_20300,CalotTriangleDissection
53291,video25_20325,CalotTriangleDissection
53292,video25_20350,CalotTriangleDissection
53293,video25_20375,CalotTriangleDissection
53294,video25_20400,CalotTriangleDissection
53295,video25_20425,CalotTriangleDissection
53296,video25_20450,CalotTriangleDissection
53297,video25_20475,CalotTriangleDissection
